text	uri
Technologie der metallverarbeitenden Industrie Effektive Vorbereitung und Normung der Reparaturprozesse sowie der Rationalisierungsmittelfertigung mit seinen einzelnen Bestandteilen unter den Bedingungen der Zentralen Reparaturwerkstatt mit der Maßgabe des Einsatzes der MRT Reparatur Planung Rationalisierung Hochschulschrift Reparatur Planung Rationalisierung	th-wildau:ZS3300
Technologie der metallverarbeitenden Industrie Technolgischer Variantenvergleich, Montage-Technologie und Entwurf einer Montagevorrichtung für die Montage der Pritschen-Eb. des NKW L 60 Montage Technologie Montagesystem Hochschulschrift Montage Technologie Montagesystem	th-wildau:ZS3300
Technologie der metallverarbeitenden Industrie Analyse von Methoden zur Bestimmung wirtschaftlicher Losgrößen in der Teilebearbeitung im VEB Feinmechanische Werke Halle / BT Lasertechnik Losgröße Teilefertigung Feinmechanik Hochschulschrift Losgröße Teilefertigung Feinmechanik	th-wildau:ZS3300
Betriebswirtschaft Innovative touristische Zusatzleistungen im Flughafenumfeld - dargestellt am Beispiel kombinierter Hotel- und Parkplatzangebote an ausgewählten europäischen Flughäfen Hochschulschrift	th-wildau:QP120
Allgemeiner Maschinenbau Entwicklung eines Massenzuführungssystems für die Presse HPW 509 zur Qualitätssteigerung der Trennschleifkörper Zuführeinrichtung Qualitätssteigerung Hochschulschrift Zuführeinrichtung Qualitätssteigerung	th-wildau:ZL3000
Technologie der metallverarbeitenden Industrie CAD-Lösung für Rollenkonstruktion mit Wälzlagerung und Kupplung Computerunterstütztes Verfahren Konstruktion Hochschulschrift Computerunterstütztes Verfahren Konstruktion	th-wildau:ZS3300
"Betriebswirtschaft Eventmarketing und Durchführung eines ""Open Air Festivals"" als Mittel der Kundenbindung an ein Unternehmen Hochschulschrift"	th-wildau:QP120
Technologie der metallverarbeitenden Industrie Konstruktion von Vorrichtungen zum Bohren, Stoßen und Fräsen für die Fertigung des Tellerrades im Abstechrotor 1 und 2 Bohrwerkzeug Fräsen Konstruktion Fertigungstechnik Hochschulschrift Bohrwerkzeug Fräsen Konstruktion Fertigungstechnik	th-wildau:ZS3300
Logistik Koexistenz von Enterprise Resource Planning Systemen im Bereich Beschaffung am Beispiel home24 AG Planungssystem Beschaffung Hochschulschrift Planungssystem Beschaffung	th-wildau:QP500
Technologie der metallverarbeitenden Industrie Erarbeitung von Typentechnologien zur Fertigung kurzer Rotationsteile Fertigungstechnik Ablaufplanung Hochschulschrift Fertigungstechnik Ablaufplanung	th-wildau:ZS3300
Telematik Konzeption und Entwicklung eines cloudbasierten Frameworks zur Ausführung einer Liste von Mediamanipulationsaufgaben Programmiersprache Skalierung Priorität (Informatik) Verteilung Hochschulschrift Programmiersprache Skalierung Priorität 〈Informatik〉 Verteilung	th-wildau:ST230
Logistik Erstellung eines Anforderungskatalogs und eines Implementierungskonzepts für eine Industrie 4.0 fähige Projektplanung und -steuerung für kleine mittelständige Unternehmen im Sondermaschinenbau am Beispiel der Mikron Berlin GmbH Industrie 4.0 Projektplanung Hochschulschrift Industrie 4.0 ca. Ende 20. Jahrhundert Projektplanung	th-wildau:QP500
Allgemeiner Maschinenbau Entwicklung eines Verfahrens zum Überprüfen der Geometrie und Einfahrgenauigkeit an Werkzeugmaschinen, die prismatische Werkstücke fertigen Werkzeugmaschine Überprüfung Hochschulschrift Werkzeugmaschine Überprüfung	th-wildau:ZL3000
Betriebswirtschaft Einfluss der Kulturen auf die Erstellung des handelsrechtlichen Jahresabschlusses unter Darstellung der Grundlagen zur Erstellung des Jahresabschlusses in der VR China Handelsrecht Jahresabschluss China Hochschulschrift Handelsrecht Jahresabschluss China	th-wildau:QP120
Betriebswirtschaft Erarbeitung von Marketingstrategien und strategischen Optionen der Marktbearbeitung : am Beispiel des Unternehmens ICESTORM Entertainment GmbH Hochschulschrift	th-wildau:QP120
Telematik Entwicklung einer Intranet-Applikation zur Kontrolle der Belegung von Betten und Zimmern in Krankenhäusern Plug in Controlling Software Hochschulschrift Plug in Controlling Software	th-wildau:ST230
Verkehrssystemtechnik Analyse des Zusammenhangs betrieblicher Kennziffern und Qualitätsmerkmale des ÖPNV-Angebots Qualitätsmanagement Öffentlicher Personennahverkehr Hochschulschrift Qualitätsmanagement Öffentlicher Personennahverkehr	th-wildau:ZO4600
Maschinenbau Entwicklung eines mobilen, robusten, mehrkanaligen Mobilgeräteladesystems auf Basis regenerativer Energie zum Einsatz in Togo sowie Auslegung eines Nutzenkonzeptes Entwicklungshilfe CAD Hochschulschrift Entwicklungshilfe CAD	th-wildau:ZL3000
Wirtschaftsinformatik Entwicklung eines Prototyps für die Optimierung von Linien in der Linienschifffahrt Optimierung Linienschifffahrt Hochschulschrift Optimierung Linienschifffahrt	th-wildau:QH500
Maschinenbau Konstruktion eines Schraubwerkzeuges zur Montage von Schraubverbindungen im Triebwerksbau Flugtriebwerk Schraubwerkzeug Konzipieren (Technik) Hochschulschrift Flugtriebwerk Schraubwerkzeug Konzipieren 〈Technik〉	th-wildau:ZL3000
Logistik Integriertes Lagermanagement : Lösungsalternativen für die Integration zusätzlicher Logistikleistungen in bestehende Lagerinfrastrukturen Logistikunternehmen Lagerplanung Supply Chain Management Hochschulschrift Logistikunternehmen Lagerplanung Supply Chain Management	th-wildau:QP500
Betriebswirtschaft Das Mitarbeitergespräch - Ein Instrument der Personalführung : Chancen und Risiken der Einführung von Mitarbeitergesprächen am Beispiel der LCC Telecom GmbH Mitarbeitergespräch Führung Arbeitsmotivation Hochschulschrift Mitarbeitergespräch Führung Arbeitsmotivation	th-wildau:QP120
Wirtschaft / Recht Chancen und Risiken von Strukturänderungen eines Großunternehmens am Beispiel aktueller Maßnahmen der Allianz Versicherung zur Neuordnung in Deutschland Hochschulschrift	th-wildau:PN216
Betriebswirtschaft Bargeldtransfer-Dienste und deren Einfluss auf die Wirtschaftskriminalität Wirtschaftskriminalität Geldwäsche Betrug Überweisung Hochschulschrift Wirtschaftskriminalität Geldwäsche Betrug Überweisung	th-wildau:QP120
Logistik Einsatzmöglichkeiten von Künstlicher Intelligenz (KI) in der Logistik Künstliche Intelligenz Industrie 4.0 Hochschulschrift Künstliche Intelligenz Industrie 4.0 ca. Ende 20. Jahrhundert	th-wildau:QP500
Betriebswirtschaft Fachkräftemangel in Deutschland unter dem Aspekt der Auswanderung am Beispiel der Deutsch-Türken Personalbeschaffung Fachkraft Bevölkerungsentwicklung Migration Hochschulschrift Personalbeschaffung Fachkraft Bevölkerungsentwicklung Migration	th-wildau:QP120
Wirtschaftsinformatik Umsetzung eines Process Performance Managements innerhalb eines IT-Dienstleisters unter Berücksichtigung der automatisierten Messung am Beispiel eines Angebotsprozesses Hochschulschrift	th-wildau:QH500
Wirtschaftsingenieurwesen Einführung eines softwareunterstützten Pulkterminrasters zur standardisierten Pulk- und Anlieferungsphase im BMW Motorradwerk Berlin Terminplanung Hochschulschrift Terminplanung	th-wildau:QP500
Technisches Management / Logistik Entwicklung von Optimierungskonzepten der Logistikprozesse im CRT-Bereich hinsichtlich der Produktqualität Optimierung Qualitätssicherung Fertigungslogistik Hochschulschrift Optimierung Qualitätssicherung Fertigungslogistik	th-wildau:QP500
"Wirtschaft / Recht Evaluierung der Umsetzung eines neuen Berufsbildes ""Automobilkaufmann / Automobilkauffrau"" innerhalb der DaimlerChrysler Vertriebsorganisation Deutschland und Ausblick auf mögliche Handlungsfelder Hochschulschrift"	th-wildau:PN216
Betriebswirtschaft Influencer-Marketing! Neue Wege der Kommunikationspolitik : Influencer Kampagnen! Welche Faktoren kennzeichnen professionelle und erfolgreiche Influencer Kampagnen? Influencer Medienpolitik Marketing Hochschulschrift Influencer Medienpolitik Marketing	th-wildau:QP120
Biosystemtechnik / Bioinformatik Entwicklung und Implementierung eines mathematischen Modells zur Analyse von Hochdurchsatz-Sequenzierungsdaten Next-Generation-Sequencing Statistisches Modell Hochschulschrift Next-Generation-Sequencing Statistisches Modell	th-wildau:WF9720
Betriebswirtschaft Betriebliches Eingliederungsmanagement im Zusammenhang mit krankheitsbedingten Kündigungen Arbeitsunfähigkeit Lohnfortzahlung Hochschulschrift Arbeitsunfähigkeit Lohnfortzahlung	th-wildau:QP120
Wirtschaft / Recht Die Haftung der Wirtschaftsprüfers gegenüber Dritten bei gesetzlichen und freiwilligen Prüfungen Hochschulschrift	th-wildau:PN216
Betriebswirtschaft Das Zusammentreffen von Unternehmenskultur und Landeskultur: ein Konfliktpotential : eine maltesisch orientierte Studie Unternehmenskultur Landeskultur Studie Hochschulschrift Unternehmenskultur Landeskultur Studie	th-wildau:QP120
Betriebswirtschaft Analyse eines Arbeitszeitmodells in der kaufmännischen Administration im Dienstleistungsgewerbe Arbeitszeit Arbeitszeitgestaltung Betriebsvereinbarung Hochschulschrift Arbeitszeit Arbeitszeitgestaltung Betriebsvereinbarung	th-wildau:QP120
Betriebswirtschaft Vergleich der Rechnungslegung in Deutschland und Tschechien Rechnungslegung Vergleich Deutschland Tschechien Hochschulschrift Rechnungslegung Deutschland Tschechien Vergleich	th-wildau:QP120
Business Management Die Bedeutung des Empfehlungsmarketings : Fallstudie: medizinische Dienstleistungen Mund-zu-Mund-Werbung Gesundheitsverhalten Hochschulschrift Mund-zu-Mund-Werbung Gesundheitsverhalten	th-wildau:QP120
Betriebswirtschaft Internes Benchmarking im Facility Management - Reinigungskosten im Vergleich Effizienz Verwaltung Kostenvergleich Hochschulschrift Effizienz Verwaltung Kostenvergleich	th-wildau:QP120
Wirtschaftsinformatik Weiterentwicklung des softwaregestützten Prozesses zur Produktqualifikation von Flash-Speicherlösungen Halbleiterspeicher Qualität Produktpolitik Implementierung (Informatik) Hochschulschrift Halbleiterspeicher Qualität Produktpolitik Implementierung 〈Informatik〉	th-wildau:QH500
"Wirtschaftsingenieurwesen Erarbeitung eines Betreibermodells ""Breitband-Internet-Services für Hotels"" als neues Produkt der easynet GmbH auf der Basis der Technologien LRE und WLAN Telekommunikationswirtschaft Hotelgewerbe Marktanalyse Drahtloses lokales Netz Hochschulschrift Telekommunikationswirtschaft Hotelgewerbe Marktanalyse Drahtloses lokales Netz"	th-wildau:QP500
Betriebswirtschaft Kundenbindung in Handel und Dienstleistung : dargestellt an einem ausgewählten Unternehmen Hochschulschrift	th-wildau:QP120
Betriebswirtschaft Einführung eines ERP-Systems von Microsoft Dynamics nei der Robin Look GmbH : Darstellung der Projektschwierigkeiten und Lösungsansätze EDV Microsoft Personalpolitik Technik Hochschulschrift EDV Microsoft Personalpolitik Technik	th-wildau:QP120
Business Management Die Veränderungen in die Biokraftstoff- und Mineralölindustrie durch die Einführung der Klimaschutzquote und den damit einhergehenden Auswirkungen auf die Steuerung der Zielerreichung von Biokraftstoffunternehmen Klimaschutz Energie Treibhausgas Richtlinie Hochschulschrift Klimaschutz Energie Treibhausgas Richtlinie	th-wildau:QP120
Wirtschaftsingenieurwesen Modellentwurf zur Vereinheitlichung der Schnittstellen und Abläufe im Rahmen der Alarmverfolgung als Bestandteil zur Entwicklung einer übergeordneten Sicherheitszentrale der BMW Group Kraftfahrzeugindustrie Objektschutz Alarmanlage Sicherheitsplanung Sicherungstechnik Hochschulschrift Kraftfahrzeugindustrie Objektschutz Alarmanlage Sicherheitsplanung Sicherungstechnik	th-wildau:QP500
Betriebswirtschaft Kreditwirtschaftliche Immobilienbewertung – Vergleich ermittelter Marktwert/Beleihungswert von Ein-/Zweifamilienhäusern im Sachwertverfahren mit dem tatsächlichen Kaufpreis im Landkreis Oder-Spree und Frankfurt (Oder) Immobilienbewertung Wohnungsmarkt Immobilienwirtschaft Landkreis Oder-Spree Hochschulschrift Immobilienbewertung Landkreis Oder-Spree Wohnungsmarkt Immobilienwirtschaft	th-wildau:QP120
Betriebswirtschaft Bedeutung und Entwicklung von Softskills im Bereich Kommunikation anhand von Internetangeboten sowie speziell der Co.Train GmbH Dienstleistungssektor Marketing Sozialkompetenz Kommunikationstraining Hochschulschrift Dienstleistungssektor Marketing Sozialkompetenz Kommunikationstraining	th-wildau:QP120
Physikalische Technik Konzipierung, Aufbau und Test einer Reaktionskammer zur Abscheidung von Kohlenstofffunktionsschichten Graphen CVD-Verfahren Raman-Spektroskopie Messplatz Hochschulschrift Graphen CVD-Verfahren Raman-Spektroskopie Messplatz	th-wildau:ZL3000
Technologie der metallverarbeitenden Industrie Einsatzuntersuchung einer CNC-Tafelschere Arbeitsplatzgestaltung Optimierung Hochschulschrift Arbeitsplatzgestaltung Optimierung	th-wildau:ZS3300
Technologie Vorbereitung Ersatzinvestition Drehscheibe Ersatzinvestition Drehscheibe Hochschulschrift Ersatzinvestition Drehscheibe	th-wildau:ZL3000
Technologie Erarbeitung einer Rationalisierungslösung für den Kaltkreissägearbeitsplatz Abt. 1111 des Betriebes Arbeitsplatzgestaltung Rationalisierung Hochschulschrift Arbeitsplatzgestaltung Rationalisierung	th-wildau:ZL3000
Europäisches Management Businessplan, zur Etablierung als Braut Hair & Make-up Artist Geschäftsplan Selbstständigkeit Hochschulschrift Geschäftsplan Selbstständigkeit	th-wildau:QP120
Maschinenbau Bestimmung der verschiedenen Einflussparameter beim Laserstrahlhartlöten zum Fügen von feuerverzinkten Blechen für die Anwendung in der Automobilindustrie Laserstrahllöten Kraftfahrzeugindustrie Hochschulschrift Laserstrahllöten Kraftfahrzeugindustrie	th-wildau:ZL3000
Luftfahrttechnik / Luftfahrtlogistik Erstellung eines Sicherheitskonzepts für das Zentrum zur Entwicklung emissionsarmer Flugantriebe (ZE²FA) Betriebssicherheit Konzeption Hochschulschrift Betriebssicherheit Konzeption	th-wildau:ZO7202
Technologie Ausarbeitung der Fertigungstechnologie für das Drehgelenk nach Zeichnung 04.25440.2 der neuen Motorgraderreihe M 125 Fertigung Technologie Hochschulschrift Fertigung Technologie	th-wildau:ZL3000
Technologie der metallverarbeitenden Industrie Einrichten eines mittels IR verknüpften Fertigungsnestes zur Herstellung von Federspindeln unter Verwendung von NC- oder CNC-gesteuerten Werkzeugmaschinen Werkzeugmaschine Fertigung Hochschulschrift Werkzeugmaschine Fertigung	th-wildau:ZS3300
Biosystemtechnik / Bioinformatik Einfluss der medikamentösen Behandlung auf die SOCS2-Genexpression bei Patienten mit Wachstumshormonstörungen Diagnose Marker Sequenzanalyse (Chemie) Hochschulschrift Diagnose Marker Sequenzanalyse 〈Chemie〉	th-wildau:WF9720
Physikalische Technik Entwicklung eines Programms zur Analyse von Gammaspektren zur Verwendung im Strahlenschutz bei DESY Gammaspektrum Strahlenschutz Hochschulschrift Gammaspektrum Strahlenschutz	th-wildau:ZL3000
Physikalische Technik Prozessuntersuchung zur Bearbeitung von Dünnglas mit kurzbrennweitigen Trepanieroptiken in ein- und zweistrahliger Ausführung Laserstrahlung Prozessanalyse Optimierung Hochschulschrift Laserstrahlung Prozessanalyse Optimierung	th-wildau:ZL3000
Wirtschaftsingenieurwesen Feasibility-Studie zur sukzessiven Umsetzung der mittel- und langfristigen Unternehmensziele der Villeroy & Boch AG Unternehmensziel Feasibility-Studie Hochschulschrift Unternehmensziel Feasibility-Studie	th-wildau:QP500
Luftfahrttechnik / Luftfahrtlogistik Redesign des unbemannten Luftfahrtsystems ATISS Flugkörper Design Hochschulschrift Flugkörper Design	th-wildau:ZO7202
Photonik Verstärkung eines Pikosekundenlasersystems mit Hilfe eines Halbleiterverstärkers Pikosekundenspektroskopie Halbleiterverstärker Hochschulschrift Pikosekundenspektroskopie Halbleiterverstärker	th-wildau:ZN6280
Wirtschaft / Recht Gestaltung einer Lieferantenbeziehung mit Hilfe von Anreizen auf Grundlage einer external Balanced Scorecard für die After Sales Division der DaimlerCrysler AG Hochschulschrift	th-wildau:PN216
Betriebswirtschaft Mindestlohn - Fluch oder Segen? : die Folgen für Arbeitnehmer, Arbeitgeber und die gesamte Volkswirtschaft Arbeitsmarkt Einkommen Deutschland Hochschulschrift Arbeitsmarkt Einkommen Deutschland	th-wildau:QP120
Verwaltung / Recht Wann ist eine Kommune erfolgreich? Unterstützung der politischen und administrativen Entwicklungsplanung in Kommunen mit Hilfe des Einsatzes von Business Intelligence Hochschulschrift	th-wildau:PN216
